tconst	directors	writers
tt9878816	nm10384853,nm12776388,nm1276122	nm4779843,nm1276122
tt9878818	\N	\N
tt9878822	\N	\N
tt9878824	\N	\N
tt9878826	\N	\N
tt9878828	\N	\N
tt9878830	\N	\N
tt9878832	\N	\N
tt9878834	\N	\N
tt9878836	\N	\N
tt9878838	\N	\N
tt9878840	\N	\N
tt9878842	\N	\N
tt9878844	\N	\N
tt9878846	\N	\N
tt9878848	nm4262535	nm4262535,nm10521936
tt9878850	\N	\N
tt9878852	\N	\N
tt9878854	\N	\N
tt9878856	nm9939043	nm10521945,nm10521944,nm10521943
tt9878858	nm10521946	nm10521946
tt9878862	nm6813175	nm6813175
tt9878864	\N	\N
tt9878866	nm10521954	nm9024097
tt9878868	\N	\N
tt9878870	\N	\N
tt9878872	\N	\N
tt9878874	nm10521960	nm10521960
tt9878876	\N	\N
tt9878880	\N	\N
tt9878882	nm1931428	nm1414840,nm1362937,nm10503562,nm1306746
tt9878886	nm0881386	nm1019651,nm1482639,nm2586970
tt9878888	\N	\N
tt9878890	\N	\N
tt9878892	\N	\N
tt9878894	nm2509775	nm2509775
tt9878896	\N	\N
tt9878900	\N	\N
tt9878902	\N	\N
tt9878904	\N	\N
tt9878906	nm1058114	nm1058114
tt9878908	\N	\N
tt9878912	\N	\N
tt9878914	\N	\N
tt9878918	\N	\N
tt9878920	\N	\N
tt9878922	\N	\N
tt9878924	\N	\N
tt9878926	\N	\N
tt9878928	\N	\N
tt9878930	\N	\N
tt9878932	\N	\N
tt9878934	\N	\N
tt9878936	\N	\N
tt9878938	nm0731602	\N
tt9878940	\N	\N
tt9878942	nm1449585	\N
tt9878944	nm2553740,nm5996900	nm1979137,nm0435296
tt9878946	\N	\N
tt9878948	\N	\N
tt9878950	\N	\N
tt9878952	\N	\N
tt9878956	nm8590655	nm4516214
tt9878958	\N	\N
tt9878960	\N	\N
tt9878962	\N	\N
tt9878964	\N	\N
tt9878966	\N	\N
tt9878968	\N	\N
tt9878970	\N	\N
tt9878972	\N	\N
tt9878974	\N	\N
tt9878976	nm0047823	nm0047823,nm2854099
tt9878978	nm2553740,nm4557113	nm1979137,nm0435296
tt9878982	\N	\N
tt9878984	nm0721342	nm4011753,nm1540586,nm1248942
tt9878986	nm1428937	\N
tt9878988	\N	\N
tt9878990	nm0725345	nm0415981
tt9878992	nm1137388	nm10966972,nm0850610,nm3589218
tt9878994	\N	\N
tt9878996	nm1483828	nm1713930,nm7363678,nm1232752,nm2819695,nm7432606,nm10525889,nm1130644,nm4070004,nm12412917
tt9878998	nm2388393	\N
tt9879000	nm2388393	\N
tt9879002	nm2388393	\N
tt9879004	nm2388393	\N
tt9879006	nm0881386	nm3752043,nm3751744,nm1482639,nm2586970
tt9879008	nm1137388	nm1072798,nm10966972,nm3589218
tt9879010	nm1137388	nm3072627,nm10966972,nm3589218
tt9879012	nm1137388	nm10966972,nm0850610,nm3589218
tt9879014	nm1137388	nm10694362,nm10966972,nm0850610,nm3589218
tt9879016	nm1137388	nm1072798,nm10966972,nm3589218
tt9879018	nm1345970	nm1345970
tt9879020	nm10261321	\N
tt9879022	nm0881386	nm1482639,nm2586970
tt9879024	\N	\N
tt9879026	\N	\N
tt9879028	\N	\N
tt9879030	\N	\N
tt9879032	\N	\N
tt9879034	nm0881386	nm0064609,nm1482639,nm2266623,nm2586970
tt9879036	\N	\N
tt9879038	\N	\N
tt9879040	\N	\N
tt9879042	nm7718934	nm7718934
tt9879044	\N	\N
tt9879046	nm4692545	nm4692545
tt9879048	nm7082100	nm7082100
tt9879050	\N	\N
tt9879052	nm0881386	nm0382506,nm1482639,nm2586970
tt9879054	nm0378294	nm0378294
tt9879056	\N	nm9196369,nm4515067
tt9879058	\N	nm9196369,nm4515067
tt9879060	nm9766830	\N
tt9879062	nm10522122	\N
tt9879064	nm0881386	nm1482639,nm0932096,nm2586970
tt9879068	nm5297506	\N
tt9879070	nm0881386	nm0750774,nm1482639,nm2586970
tt9879072	nm3513211	\N
tt9879074	nm0807687	\N
tt9879076	nm9590946	nm9590946
tt9879078	nm0807687	\N
tt9879080	nm2499937	\N
tt9879082	nm1066081	nm7709582
tt9879084	nm7149567	\N
tt9879086	nm8018752	\N
tt9879088	\N	\N
tt9879090	nm3040029	nm2414113,nm4012272,nm3643860
tt9879092	nm0539745	\N
tt9879094	nm0539745	\N
tt9879096	nm0737425	nm0737425
tt9879098	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879104	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879106	nm5488692	\N
tt9879132	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879134	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879136	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879138	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879140	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879142	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879144	nm10522193,nm10522195	nm10522193
tt9879148	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879150	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879152	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879154	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879156	nm0214833	\N
tt9879158	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879160	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879162	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879164	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879166	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879168	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879170	nm7646927	nm0143723
tt9879172	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879174	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879176	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879178	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879180	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879182	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879184	nm6270678	nm7468349
tt9879186	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879188	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879190	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879192	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879194	\N	\N
tt9879196	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879198	nm8319730	nm1996731,nm10522204,nm0772144
tt9879200	\N	\N
tt9879202	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879204	\N	\N
tt9879206	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879208	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879210	\N	\N
tt9879212	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879214	nm1777491	nm3392718,nm6431357,nm2691201,nm4486392
tt9879216	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879218	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879220	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879222	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879224	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879226	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879228	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879230	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879232	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879234	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879236	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879238	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879240	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879242	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879244	nm10522214	nm10522214
tt9879246	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879248	nm0110021,nm1758192,nm0637956,nm1765043	nm10507623,nm1764866,nm6213421,nm2037442,nm2562724,nm2145570,nm1866853,nm2773785
tt9879250	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879252	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879254	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879256	nm5378297,nm1516991	nm3811969,nm1163386,nm5378778,nm0791084
tt9879260	nm3513211	\N
tt9879262	nm0209853	nm0898183
tt9879264	nm0110021,nm1758192,nm0637956,nm1765043	nm10507623,nm1764866,nm6213421,nm2037442,nm2562724,nm2145570,nm1866853,nm2773785
tt9879266	nm0209853	nm0898183
tt9879268	nm0209853	nm0898183
tt9879270	\N	\N
tt9879272	nm0209853	nm0898183
tt9879274	nm0209853	nm0898183
tt9879276	nm0209853	nm0898183
tt9879278	nm0209853	nm0898183
tt9879280	nm0209853	nm0898183
tt9879282	nm0209853	nm0898183
tt9879284	nm0209853	nm0898183
tt9879286	nm10522241,nm10522240	nm10522241,nm10522240
tt9879288	nm0209853	nm0898183
tt9879290	nm0209853	nm0898183
tt9879292	nm0209853	nm0898183
tt9879294	nm0110021,nm1758192,nm0637956,nm1765043	nm10507623,nm1764866,nm6213421,nm2037442,nm2562724,nm2145570,nm1866853,nm2773785
tt9879296	nm0209853	nm0898183
tt9879298	nm0209853	nm0898183
tt9879300	nm0209853	nm0898183
tt9879302	nm0209853	nm0898183
tt9879304	nm0209853	nm0898183
tt9879306	nm0209853	nm0898183
tt9879308	nm0209853	nm0898183
tt9879310	nm0110021,nm1758192,nm0637956,nm1765043	nm10507623,nm1764866,nm6213421,nm2037442,nm2562724,nm2145570,nm1866853,nm2773785
tt9879312	nm3513211	\N
tt9879314	nm2539790	\N
tt9879316	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879318	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879320	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879322	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879324	nm0110021,nm1758192,nm0637956,nm1765043	nm10507623,nm1764866,nm6213421,nm2037442,nm2562724,nm2145570,nm1866853,nm2773785
tt9879326	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879328	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879330	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879332	\N	\N
tt9879334	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879336	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879338	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879340	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879342	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879344	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879346	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879348	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879350	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879352	nm0881386	nm1482639,nm3752043,nm3751744,nm2586970
tt9879354	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879356	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879358	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879360	nm0034706	nm7632938,nm7632942,nm5092280,nm7632939,nm7632940,nm7632941
tt9879362	nm0340493	nm3386840
tt9879364	nm0340493	nm2426713
tt9879366	nm0340493	nm9862048
tt9879368	nm10522261,nm10522253	\N
tt9879370	nm0340493	nm7653556
tt9879372	nm0340493	nm8632971
tt9879374	nm0340493	nm2426713
tt9879376	\N	\N
tt9879380	\N	\N
tt9879382	nm0340493	nm3386840
tt9879384	nm0340493	nm7653556
tt9879386	nm0340493	nm9862048
tt9879388	nm0340493	nm8632971
tt9879390	nm0340493	nm2426713
tt9879392	nm0340493	nm3386840,nm9862048
tt9879394	nm5823955	nm10522268,nm10280818,nm5823955
tt9879396	nm0340493	nm8632971
tt9879398	nm0340493	nm3386840
tt9879400	nm0340493	nm2426713
tt9879402	nm0340493	nm2620441
tt9879404	nm0340493	nm1966905
tt9879406	nm0340493	nm9862048
tt9879408	nm0340493	nm7653556
tt9879410	\N	\N
tt9879412	nm0340493	nm2426713
tt9879414	nm0340493	nm2620441
tt9879416	nm0340493	nm1966905
tt9879418	nm0340493	nm3386840
tt9879420	nm0340493	nm9862048
tt9879422	nm0340493	nm7653556
tt9879424	nm0340493	nm2426713
tt9879426	nm0881386	nm1482639,nm2586970
tt9879428	\N	\N
tt9879430	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879432	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879434	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879436	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879438	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879440	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879442	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879444	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879446	nm0420261	nm7252669,nm13930205,nm2332448,nm0661200
tt9879448	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879450	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879452	nm7197244	\N
tt9879456	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879458	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879460	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879462	\N	\N
tt9879464	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879466	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879468	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879470	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879472	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879474	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879476	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879480	nm5293817	nm5293817,nm6269974
tt9879482	nm3311072	nm8092596
tt9879484	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879486	nm6502629,nm8345436	nm6502629,nm8345436
tt9879488	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879490	\N	\N
tt9879492	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879494	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879496	nm6502629,nm8345436	nm6502629,nm8345436
tt9879498	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879500	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879502	nm0420261	nm1358790,nm13930205,nm0321167,nm2332448
tt9879504	nm0881386	nm1482639,nm2586970
tt9879506	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879508	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879510	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879512	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879514	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879516	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879518	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879520	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879522	nm6502629,nm8345436	nm6502629,nm8345436
tt9879524	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879526	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879528	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879530	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879532	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879534	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm4060831
tt9879536	nm6502629,nm8345436	nm6502629,nm8345436
tt9879538	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879540	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879542	\N	\N
tt9879544	nm8590655	nm4516214,nm9389956,nm9665404,nm8590655
tt9879546	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879548	nm6502629,nm8345436	nm6502629,nm8345436
tt9879550	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879552	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879554	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879556	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879558	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879560	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879562	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879564	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879568	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879570	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879572	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879574	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879576	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879578	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879580	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879582	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879584	nm2366663,nm9818935	nm9430973,nm5557400,nm4433772,nm11636651,nm4060831,nm12620891
tt9879588	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879590	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879592	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879594	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879596	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879598	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856,nm12340111
tt9879600	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879602	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879604	nm4035324	nm1571117,nm4188148,nm6672397,nm5322018,nm5670417,nm7738529
tt9879606	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879608	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879610	nm0649879	nm0407008
tt9879612	nm7269498	\N
tt9879614	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879616	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879618	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879620	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879622	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879624	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879626	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879628	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879630	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879632	\N	\N
tt9879634	nm9462248,nm3636810	nm4379163,nm8457565,nm3204856
tt9879636	nm8707194	nm8707194
tt9879638	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879640	\N	\N
tt9879642	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879644	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879646	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879648	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879650	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879652	nm5885597	nm5885597
tt9879654	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879656	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879658	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879660	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879662	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879664	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879666	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879668	nm0649879	nm0407008
tt9879670	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879674	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879676	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879678	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879680	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879682	nm9516167	nm9516167,nm1885461
tt9879684	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879686	nm4553764,nm11905715,nm15195575	nm4609068,nm5237694,nm6562801,nm1199935,nm3575029
tt9879688	nm0945252	nm4421403
tt9879690	nm0420261	nm1929250,nm13930205,nm2332448,nm1206061,nm3276793
tt9879692	nm0945252	nm0840588
tt9879694	nm0701603	nm0499921,nm3326932,nm3133026
tt9879696	nm0649879	nm0840588
tt9879698	nm0881386	nm1019651,nm1482639,nm2586970
tt9879702	nm3129269	nm7441936
tt9879704	nm3129269	nm7441936
tt9879706	nm3129269	nm7441936
tt9879708	nm3129269	nm7441936
tt9879710	nm3129269	nm7441936
tt9879712	nm3129269	nm7441936
tt9879714	nm3129269	nm7441936
tt9879716	nm3129269	nm7441936
tt9879718	nm3129269	nm7441936
tt9879720	nm10522300	\N
tt9879722	nm3129269	nm7441936
tt9879724	nm3129269	nm7441936
tt9879726	nm8418050	\N
tt9879728	nm3129269	nm7441936
tt9879730	nm3129269	nm7441936
tt9879732	nm3129269	nm7441936
tt9879734	nm3129269	nm7441936
tt9879736	nm3129269	nm7441936
tt9879738	nm3129269	nm7441936
tt9879740	nm3129269	nm7441936
tt9879742	nm3129269	nm7441936
tt9879744	nm3129269	nm7441936
tt9879746	nm3129269	nm7441936
tt9879748	nm3129269	nm7441936
tt9879750	nm3129269	nm7441936
tt9879752	nm3129269	nm7441936
tt9879754	nm0881386	nm1019651,nm1482639,nm2586970
tt9879756	nm3129269	nm7441936
tt9879758	nm3129269	nm7441936
tt9879760	nm3129269	nm7441936
tt9879762	nm3129269	nm7441936
tt9879764	nm3129269	nm7441936
tt9879766	nm3129269	nm7441936
tt9879768	nm3129269	nm7441936
tt9879770	nm3129269	nm7441936
tt9879772	nm3129269	nm7441936
tt9879774	nm3129269	nm7441936
tt9879776	nm3129269	nm7441936
tt9879778	nm10522341,nm10760699	nm13601448,nm13470072,nm13601845,nm13601447,nm9816417,nm10522341
tt9879780	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879782	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879784	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879786	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879788	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879790	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879792	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879794	nm0881386	nm1482639,nm2985521,nm2586970
tt9879796	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879800	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879802	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879804	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879806	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879808	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879810	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879812	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
tt9879814	nm7129301,nm5563885,nm8787778,nm8744023	nm7129303,nm0474774,nm7129304,nm5170389
